Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature,23
Guitar Slim,The Things That I Used To Do,45,"['blues', 'louisiana blues', 'new orleans blues', 'traditional blues']",Blues Classics,0.48,0.303,5,-13.675,1,0.0384,0.812,0.0,0.0889,0.643,98.282,3NWDb3bbMBTArBblzG4jMX,spotify:track:3NWDb3bbMBTArBblzG4jMX,https://api.spotify.com/v1/tracks/3NWDb3bbMBTArBblzG4jMX,https://api.spotify.com/v1/audio-analysis/3NWDb3bbMBTArBblzG4jMX,180453,3,2
Mississippi Fred McDowell,Going Down to the River,30,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues', 'traditional southern folk']",Delta Blues,0.451,0.438,4,-7.193,1,0.0421,0.794,4.55e-05,0.0696,0.565,87.646,281GVQAmCh70dfZaQITA2J,spotify:track:281GVQAmCh70dfZaQITA2J,https://api.spotify.com/v1/tracks/281GVQAmCh70dfZaQITA2J,https://api.spotify.com/v1/audio-analysis/281GVQAmCh70dfZaQITA2J,271120,4,2
Cedric Burnside,Hard to Stay Cool,38,"['memphis americana', 'modern blues', 'modern blues rock']",Blues Roots,0.629,0.23,2,-12.813,0,0.0385,0.585,0.000118,0.138,0.539,138.566,3s1rgjja1gLDPCXaqCfKd4,spotify:track:3s1rgjja1gLDPCXaqCfKd4,https://api.spotify.com/v1/tracks/3s1rgjja1gLDPCXaqCfKd4,https://api.spotify.com/v1/audio-analysis/3s1rgjja1gLDPCXaqCfKd4,334360,4,2
Sonny Landreth,Somebody Gotta Make A Move,41,"['blues', 'blues rock', 'country rock', 'modern blues', 'modern blues rock', 'roots rock']",Got Blues,0.572,0.522,4,-8.699,0,0.0348,0.582,0.00231,0.156,0.218,125.971,042Z5Eet8OEt82P29EPidO,spotify:track:042Z5Eet8OEt82P29EPidO,https://api.spotify.com/v1/tracks/042Z5Eet8OEt82P29EPidO,https://api.spotify.com/v1/audio-analysis/042Z5Eet8OEt82P29EPidO,234418,4,2
"Jimmy ""Duck"" Holmes",Catfish Blues,39,['delta blues'],Blues Roots,0.665,0.47,2,-8.498,1,0.0376,0.444,0.00879,0.116,0.581,87.97,5QjMVxhQ0CQwJ0txzEGgzA,spotify:track:5QjMVxhQ0CQwJ0txzEGgzA,https://api.spotify.com/v1/tracks/5QjMVxhQ0CQwJ0txzEGgzA,https://api.spotify.com/v1/audio-analysis/5QjMVxhQ0CQwJ0txzEGgzA,251528,4,2
Kenny Burrell,Chitlins Con Carne,54,"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz guitar', 'soul jazz', 'straight-ahead jazz']",Jazz-Blues,0.803,0.335,8,-13.331,1,0.0451,0.579,0.0128,0.0849,0.786,132.682,18A1V1vsy5YgHFqb4galTw,spotify:track:18A1V1vsy5YgHFqb4galTw,https://api.spotify.com/v1/tracks/18A1V1vsy5YgHFqb4galTw,https://api.spotify.com/v1/audio-analysis/18A1V1vsy5YgHFqb4galTw,330440,4,2
Muddy Waters,I Can't Be Satisfied,0,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",Scratchy Back Porch Blues,0.545,0.237,8,-13.614,1,0.446,0.839,0.000731,0.736,0.637,200.83,0KYozRvTQ3eXjxJjaQTQju,spotify:track:0KYozRvTQ3eXjxJjaQTQju,https://api.spotify.com/v1/tracks/0KYozRvTQ3eXjxJjaQTQju,https://api.spotify.com/v1/audio-analysis/0KYozRvTQ3eXjxJjaQTQju,170893,4,2
Katie Buchanan,"All of It, Again",27,[],Alt-Blue,0.548,0.716,1,-5.86,1,0.0445,0.471,2.39e-06,0.264,0.559,119.997,0OdzIwQTj4BRGaQ7yfvJ6i,spotify:track:0OdzIwQTj4BRGaQ7yfvJ6i,https://api.spotify.com/v1/tracks/0OdzIwQTj4BRGaQ7yfvJ6i,https://api.spotify.com/v1/audio-analysis/0OdzIwQTj4BRGaQ7yfvJ6i,243649,3,2
Taj Mahal,Mississippi-Mali Blues,12,"['acoustic blues', 'blues', 'blues rock', 'classic rock', 'country blues', 'country rock', 'folk rock', 'funk', 'harmonica blues', 'jam band', 'jazz blues', 'modern blues', 'roots rock', 'soul', 'traditional blues']",African Blues,0.855,0.304,0,-13.163,0,0.0657,0.892,0.922,0.0831,0.809,82.57,0uWQ791yCcRagdvdq1lma5,spotify:track:0uWQ791yCcRagdvdq1lma5,https://api.spotify.com/v1/tracks/0uWQ791yCcRagdvdq1lma5,https://api.spotify.com/v1/audio-analysis/0uWQ791yCcRagdvdq1lma5,197960,4,2
Sonny Boy Williamson II,Got The Bottle Up And Gone,5,"['acoustic blues', 'blues', 'chicago blues', 'country blues', 'delta blues', 'harmonica blues', 'traditional blues']",Delta Blues,0.601,0.0793,9,-19.872,1,0.306,0.989,0.00104,0.116,0.802,171.861,1z3MKLtMuYS41XJ1Ilj0bz,spotify:track:1z3MKLtMuYS41XJ1Ilj0bz,https://api.spotify.com/v1/tracks/1z3MKLtMuYS41XJ1Ilj0bz,https://api.spotify.com/v1/audio-analysis/1z3MKLtMuYS41XJ1Ilj0bz,154098,4,2
Beth Hart,Bad Woman Blues,47,"['blues rock', 'electric blues', 'modern blues']",Women of the Blues,0.737,0.929,9,-3.374,0,0.0316,0.0562,0.000334,0.0909,0.807,119.985,0rw2FKykg4yKVbt7XelcwC,spotify:track:0rw2FKykg4yKVbt7XelcwC,https://api.spotify.com/v1/tracks/0rw2FKykg4yKVbt7XelcwC,https://api.spotify.com/v1/audio-analysis/0rw2FKykg4yKVbt7XelcwC,215911,4,2
8 Ball Aitken,Ice Cream Man,25,['australian country'],Nu-Blue,0.569,0.761,9,-4.78,0,0.0343,0.0315,0.000694,0.0958,0.694,90.024,0Xg38XEeI0xRYODGTuFH55,spotify:track:0Xg38XEeI0xRYODGTuFH55,https://api.spotify.com/v1/tracks/0Xg38XEeI0xRYODGTuFH55,https://api.spotify.com/v1/audio-analysis/0Xg38XEeI0xRYODGTuFH55,209601,4,2
GA-20,Sit Down Baby,25,[],Nu-Blue,0.725,0.497,11,-5.333,0,0.0338,0.653,9.02e-05,0.0817,0.84,131.434,7HNSPiFPpO1Z05Jrrs39be,spotify:track:7HNSPiFPpO1Z05Jrrs39be,https://api.spotify.com/v1/tracks/7HNSPiFPpO1Z05Jrrs39be,https://api.spotify.com/v1/audio-analysis/7HNSPiFPpO1Z05Jrrs39be,173840,4,2
Muddy Waters,Forty Days And Forty Nights,44,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",In the Name of the Blues,0.596,0.405,2,-10.497,1,0.0313,0.643,0.000289,0.205,0.812,88.593,7FQje5Elyeuou3n5lUbgvs,spotify:track:7FQje5Elyeuou3n5lUbgvs,https://api.spotify.com/v1/tracks/7FQje5Elyeuou3n5lUbgvs,https://api.spotify.com/v1/audio-analysis/7FQje5Elyeuou3n5lUbgvs,174568,4,2
Sonny Clark,Cool Struttin',49,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'japanese jazz', 'jazz', 'jazz funk', 'jazz piano', 'soul jazz', 'stride']",Jazz-Blues,0.58,0.48,7,-7.682,0,0.0339,0.837,0.00432,0.171,0.48,108.892,7CnOzCWGrTINcDExG6u99y,spotify:track:7CnOzCWGrTINcDExG6u99y,https://api.spotify.com/v1/tracks/7CnOzCWGrTINcDExG6u99y,https://api.spotify.com/v1/audio-analysis/7CnOzCWGrTINcDExG6u99y,563613,4,2
Diabel Cissokho,Mansana Blues,8,['griot'],African Blues,0.496,0.646,4,-8.306,0,0.132,0.331,0.00191,0.0579,0.447,175.049,52ueHtRcJgN8uDjIbOl2kY,spotify:track:52ueHtRcJgN8uDjIbOl2kY,https://api.spotify.com/v1/tracks/52ueHtRcJgN8uDjIbOl2kY,https://api.spotify.com/v1/audio-analysis/52ueHtRcJgN8uDjIbOl2kY,408760,3,2
Roy Gaines,Bluesman for Life - Remastered,31,"['electric blues', 'texas blues']",Lone Star Blues,0.612,0.654,5,-9.895,0,0.0354,0.0742,0.647,0.432,0.786,120.406,7tD3yMdZrZ2uHPyj0WvupF,spotify:track:7tD3yMdZrZ2uHPyj0WvupF,https://api.spotify.com/v1/tracks/7tD3yMdZrZ2uHPyj0WvupF,https://api.spotify.com/v1/audio-analysis/7tD3yMdZrZ2uHPyj0WvupF,310480,4,2
Lisa Mann,"Hard Times, Bad Decisions",29,['electric blues'],Women of the Blues,0.624,0.849,11,-4.261,0,0.0358,0.0862,5.3e-05,0.362,0.717,94.066,3Y7UdjWcTTYUwzJlhQb1nU,spotify:track:3Y7UdjWcTTYUwzJlhQb1nU,https://api.spotify.com/v1/tracks/3Y7UdjWcTTYUwzJlhQb1nU,https://api.spotify.com/v1/audio-analysis/3Y7UdjWcTTYUwzJlhQb1nU,271867,4,2
Philip Sayce,Sailin' Shoes,24,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'modern hard rock']",Funky Heavy Bluesy,0.473,0.913,8,-6.05,1,0.0594,0.02,0.000109,0.487,0.594,94.518,2CMuvbRHq9pC6uvBb9V53l,spotify:track:2CMuvbRHq9pC6uvBb9V53l,https://api.spotify.com/v1/tracks/2CMuvbRHq9pC6uvBb9V53l,https://api.spotify.com/v1/audio-analysis/2CMuvbRHq9pC6uvBb9V53l,203347,4,2
Robin Trower,United State of Mind,30,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'psychedelic rock', 'rock', 'southern rock']",Nu-Blue,0.696,0.63,7,-8.057,1,0.0287,0.387,1.57e-05,0.352,0.883,96.032,4YFdQfCOezZA8p3nRwoGWj,spotify:track:4YFdQfCOezZA8p3nRwoGWj,https://api.spotify.com/v1/tracks/4YFdQfCOezZA8p3nRwoGWj,https://api.spotify.com/v1/audio-analysis/4YFdQfCOezZA8p3nRwoGWj,218125,4,2
Champion Jack Dupree,Junker's Blues,50,"['acoustic blues', 'barrelhouse piano', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']",Blues Classics,0.779,0.155,5,-21.57,1,0.112,0.856,7.82e-06,0.0974,0.696,103.251,31GIhpOQpKCzlnuPn03pBQ,spotify:track:31GIhpOQpKCzlnuPn03pBQ,https://api.spotify.com/v1/tracks/31GIhpOQpKCzlnuPn03pBQ,https://api.spotify.com/v1/audio-analysis/31GIhpOQpKCzlnuPn03pBQ,192707,4,2
"Christone ""Kingfish"" Ingram",662,40,['modern blues'],Got Blues,0.484,0.94,4,-4.849,0,0.0787,0.0807,0.00215,0.101,0.811,157.896,7lM1cf3zZuish0TjRnn5MB,spotify:track:7lM1cf3zZuish0TjRnn5MB,https://api.spotify.com/v1/tracks/7lM1cf3zZuish0TjRnn5MB,https://api.spotify.com/v1/audio-analysis/7lM1cf3zZuish0TjRnn5MB,197781,4,2
Brownie McGhee,Dealing With The Devil,0,"['acoustic blues', 'blues', 'country blues', 'piedmont blues', 'traditional blues']",Crossroad Blues,0.617,0.265,5,-13.57,1,0.0696,0.82,0.000117,0.103,0.872,165.978,0A30tL3Wc14tZIM9FxL3n3,spotify:track:0A30tL3Wc14tZIM9FxL3n3,https://api.spotify.com/v1/tracks/0A30tL3Wc14tZIM9FxL3n3,https://api.spotify.com/v1/audio-analysis/0A30tL3Wc14tZIM9FxL3n3,157480,4,2
Son Of Dave,Daddy Was a Wolfman,14,['garage punk blues'],Bluestronica,0.658,0.733,10,-8.018,0,0.127,0.44,0.174,0.21,0.687,179.901,7i10VbOnkG09EuZuOkz3gO,spotify:track:7i10VbOnkG09EuZuOkz3gO,https://api.spotify.com/v1/tracks/7i10VbOnkG09EuZuOkz3gO,https://api.spotify.com/v1/audio-analysis/7i10VbOnkG09EuZuOkz3gO,154401,4,2
Little Walter,My Babe,56,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'rock-and-roll', 'traditional blues']",Blues Classics,0.676,0.334,5,-10.572,1,0.0508,0.862,0.0,0.32,0.867,158.0,4KMXlzvtC8xjLseDqDjpeU,spotify:track:4KMXlzvtC8xjLseDqDjpeU,https://api.spotify.com/v1/tracks/4KMXlzvtC8xjLseDqDjpeU,https://api.spotify.com/v1/audio-analysis/4KMXlzvtC8xjLseDqDjpeU,162040,4,2
Joe Cocker,Delta Lady,37,"['blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",Brit-Blues,0.492,0.574,0,-11.036,1,0.0514,0.436,0.0,0.482,0.777,136.094,0gHjMu0zgdBA0GcaA6B6x0,spotify:track:0gHjMu0zgdBA0GcaA6B6x0,https://api.spotify.com/v1/tracks/0gHjMu0zgdBA0GcaA6B6x0,https://api.spotify.com/v1/audio-analysis/0gHjMu0zgdBA0GcaA6B6x0,170160,4,2
Balto,Lost on the Young,34,['stomp and flutter'],Blues & Roots Rock,0.267,0.738,9,-5.541,1,0.0464,0.0419,1.35e-06,0.0812,0.488,161.09,2Hl45Cf4m4CX0a4slkR2qU,spotify:track:2Hl45Cf4m4CX0a4slkR2qU,https://api.spotify.com/v1/tracks/2Hl45Cf4m4CX0a4slkR2qU,https://api.spotify.com/v1/audio-analysis/2Hl45Cf4m4CX0a4slkR2qU,193067,4,2
Slim Harpo,Shake Your Hips - Single Version,39,"['acoustic blues', 'blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'rhythm and blues', 'rock-and-roll', 'swamp blues', 'swamp rock', 'traditional blues']",Louisiana Blues,0.746,0.418,7,-13.563,1,0.0708,0.984,0.0925,0.132,0.736,94.459,5H28g1Be16hLJaz3RrWCpQ,spotify:track:5H28g1Be16hLJaz3RrWCpQ,https://api.spotify.com/v1/tracks/5H28g1Be16hLJaz3RrWCpQ,https://api.spotify.com/v1/audio-analysis/5H28g1Be16hLJaz3RrWCpQ,149800,4,2
The War and Treaty,Set My Soul on Fire,44,"['funk', 'indie folk', 'new americana']",Blues Roots,0.507,0.328,11,-10.767,0,0.0382,0.484,0.0,0.128,0.299,122.416,5yuqWMCOtMY0IBaQCBzqT5,spotify:track:5yuqWMCOtMY0IBaQCBzqT5,https://api.spotify.com/v1/tracks/5yuqWMCOtMY0IBaQCBzqT5,https://api.spotify.com/v1/audio-analysis/5yuqWMCOtMY0IBaQCBzqT5,299680,4,2
Dave Fields,Pocket Full of Dust (Live),32,"['electric blues', 'modern blues', 'modern blues rock', 'power blues-rock']",Live & Loud,0.257,0.669,7,-9.029,1,0.103,0.197,0.0491,0.616,0.393,183.927,0QpLq6RybVWoVvhmC1PCeW,spotify:track:0QpLq6RybVWoVvhmC1PCeW,https://api.spotify.com/v1/tracks/0QpLq6RybVWoVvhmC1PCeW,https://api.spotify.com/v1/audio-analysis/0QpLq6RybVWoVvhmC1PCeW,497133,3,2
Akolo,Come on Jump Right In,25,[],Bluestronica,0.636,0.941,0,-6.399,1,0.0556,0.272,0.296,0.295,0.613,129.934,1dqcArKoJmhj8cjg26Mu5Q,spotify:track:1dqcArKoJmhj8cjg26Mu5Q,https://api.spotify.com/v1/tracks/1dqcArKoJmhj8cjg26Mu5Q,https://api.spotify.com/v1/audio-analysis/1dqcArKoJmhj8cjg26Mu5Q,210462,4,2
The Robins,All Night Baby,32,"['doo-wop', 'rhythm and blues']",The Birth of Rhythm & Blues,0.475,0.89,3,-6.974,0,0.102,0.622,2.29e-06,0.226,0.436,123.519,0723z2uKUI9KucE7KnRqbv,spotify:track:0723z2uKUI9KucE7KnRqbv,https://api.spotify.com/v1/tracks/0723z2uKUI9KucE7KnRqbv,https://api.spotify.com/v1/audio-analysis/0723z2uKUI9KucE7KnRqbv,186173,4,2
Sonny Boy Williamson II,Help Me,55,"['acoustic blues', 'blues', 'chicago blues', 'country blues', 'delta blues', 'harmonica blues', 'traditional blues']",Blues Harp,0.745,0.436,5,-9.617,0,0.043,0.597,0.0213,0.61,0.771,114.216,5bC6ONDsL88snGN6QasjZH,spotify:track:5bC6ONDsL88snGN6QasjZH,https://api.spotify.com/v1/tracks/5bC6ONDsL88snGN6QasjZH,https://api.spotify.com/v1/audio-analysis/5bC6ONDsL88snGN6QasjZH,188200,4,2
Albert King,Born Under A Bad Sign,59,"['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']",Summertime Blues,0.711,0.483,11,-11.211,1,0.0298,0.434,0.012,0.0284,0.884,91.652,3ocm1Cf1Dk1ODrdBdybh82,spotify:track:3ocm1Cf1Dk1ODrdBdybh82,https://api.spotify.com/v1/tracks/3ocm1Cf1Dk1ODrdBdybh82,https://api.spotify.com/v1/audio-analysis/3ocm1Cf1Dk1ODrdBdybh82,169998,4,2
The Black Keys,Poor Boy a Long Way From Home,66,"['alternative rock', 'blues rock', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",Got Blues,0.404,0.924,11,-5.387,0,0.0701,0.00123,0.748,0.442,0.417,93.418,3YZFMK3zwAGbCMZQGWY47J,spotify:track:3YZFMK3zwAGbCMZQGWY47J,https://api.spotify.com/v1/tracks/3YZFMK3zwAGbCMZQGWY47J,https://api.spotify.com/v1/audio-analysis/3YZFMK3zwAGbCMZQGWY47J,248511,4,2
Champion Jack Dupree,Junker's Blues,50,"['acoustic blues', 'barrelhouse piano', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']",Louisiana Blues,0.779,0.155,5,-21.57,1,0.112,0.856,7.82e-06,0.0974,0.696,103.251,31GIhpOQpKCzlnuPn03pBQ,spotify:track:31GIhpOQpKCzlnuPn03pBQ,https://api.spotify.com/v1/tracks/31GIhpOQpKCzlnuPn03pBQ,https://api.spotify.com/v1/audio-analysis/31GIhpOQpKCzlnuPn03pBQ,192707,4,2
The Jon Spencer Blues Explosion,Sweat,24,"['blues rock', 'garage rock', 'punk blues']",Punk Blues,0.424,0.862,7,-4.043,1,0.0998,0.265,0.00172,0.0776,0.675,97.156,0Vv2svfsXBbOeh0GMlqLGT,spotify:track:0Vv2svfsXBbOeh0GMlqLGT,https://api.spotify.com/v1/tracks/0Vv2svfsXBbOeh0GMlqLGT,https://api.spotify.com/v1/audio-analysis/0Vv2svfsXBbOeh0GMlqLGT,186093,3,2
Mike Bloomfield,Blues for Nothing,31,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues']",Classic Blues Guitar,0.272,0.546,0,-9.06,1,0.0435,0.218,0.0495,0.247,0.63,184.996,6tPZzx5GfGTAG4ehDYnL7b,spotify:track:6tPZzx5GfGTAG4ehDYnL7b,https://api.spotify.com/v1/tracks/6tPZzx5GfGTAG4ehDYnL7b,https://api.spotify.com/v1/audio-analysis/6tPZzx5GfGTAG4ehDYnL7b,255067,3,2
Walter Wolfman Washington,Landslide,18,"['louisiana blues', 'memphis blues', 'new orleans blues', 'soul blues']",Soul Blues,0.705,0.811,11,-5.483,0,0.133,0.27,0.0248,0.0233,0.549,97.938,6JsbedmV8u4I6ZxxM14xhu,spotify:track:6JsbedmV8u4I6ZxxM14xhu,https://api.spotify.com/v1/tracks/6JsbedmV8u4I6ZxxM14xhu,https://api.spotify.com/v1/audio-analysis/6JsbedmV8u4I6ZxxM14xhu,313813,4,2
Joe Bonamassa,Royal Tea,41,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']",Modern Blues Guitar,0.558,0.82,10,-4.377,0,0.0357,0.0146,0.0097,0.136,0.549,121.448,6Xc97DvvgvgzisfpDfUKFY,spotify:track:6Xc97DvvgvgzisfpDfUKFY,https://api.spotify.com/v1/tracks/6Xc97DvvgvgzisfpDfUKFY,https://api.spotify.com/v1/audio-analysis/6Xc97DvvgvgzisfpDfUKFY,268733,3,2
"Christone ""Kingfish"" Ingram",Empty Promises,46,['modern blues'],Got Blues,0.383,0.511,2,-7.143,0,0.0369,0.168,0.0061,0.256,0.294,121.049,1SoK3zrvJT21uI06ed25e7,spotify:track:1SoK3zrvJT21uI06ed25e7,https://api.spotify.com/v1/tracks/1SoK3zrvJT21uI06ed25e7,https://api.spotify.com/v1/audio-analysis/1SoK3zrvJT21uI06ed25e7,469445,4,2
Texas Bluesmen,Part Time Love,31,[],Lone Star Blues,0.609,0.394,5,-12.993,1,0.0453,0.219,1.8e-05,0.128,0.567,108.515,3ZH4DOwTuTyLciokW7bPSe,spotify:track:3ZH4DOwTuTyLciokW7bPSe,https://api.spotify.com/v1/tracks/3ZH4DOwTuTyLciokW7bPSe,https://api.spotify.com/v1/audio-analysis/3ZH4DOwTuTyLciokW7bPSe,385453,3,2
John Lee Hooker,Moon Is Rising,35,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",Delta Blues,0.654,0.159,5,-15.9,1,0.0698,0.979,0.00706,0.0911,0.322,129.481,3WaC3Xx9ipaIAWE6OwpzCF,spotify:track:3WaC3Xx9ipaIAWE6OwpzCF,https://api.spotify.com/v1/tracks/3WaC3Xx9ipaIAWE6OwpzCF,https://api.spotify.com/v1/audio-analysis/3WaC3Xx9ipaIAWE6OwpzCF,169600,4,2
Miles Davis,Freddie Freeloader,52,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",Jazz-Blues,0.629,0.278,8,-12.229,1,0.0329,0.662,0.000229,0.106,0.503,128.453,3NvYPUNu6nwQgN31UnoDbn,spotify:track:3NvYPUNu6nwQgN31UnoDbn,https://api.spotify.com/v1/tracks/3NvYPUNu6nwQgN31UnoDbn,https://api.spotify.com/v1/audio-analysis/3NvYPUNu6nwQgN31UnoDbn,586493,4,2
Kelly Joe Phelps,Lead Me On,41,"['country blues', 'modern blues']",Acoustic Blues,0.345,0.307,9,-13.97,1,0.031,0.834,0.000239,0.101,0.483,176.666,6i7pokV2JiF1et71olScGO,spotify:track:6i7pokV2JiF1et71olScGO,https://api.spotify.com/v1/tracks/6i7pokV2JiF1et71olScGO,https://api.spotify.com/v1/audio-analysis/6i7pokV2JiF1et71olScGO,287947,4,2
Robert Johnson,Preachin' Blues (Up Jumped the Devil),36,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']",Crossroad Blues,0.665,0.313,4,-15.188,0,0.0526,0.917,0.0118,0.359,0.531,138.415,4pEZg4zQFcJ1jdboMYTYf9,spotify:track:4pEZg4zQFcJ1jdboMYTYf9,https://api.spotify.com/v1/tracks/4pEZg4zQFcJ1jdboMYTYf9,https://api.spotify.com/v1/audio-analysis/4pEZg4zQFcJ1jdboMYTYf9,172493,4,2
John Lee Hooker,Boom Boom,59,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",From the Delta to Chicago,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,2Mr1bGI2E10K7Mt1UJZ6Mw,spotify:track:2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/tracks/2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/audio-analysis/2Mr1bGI2E10K7Mt1UJZ6Mw,152351,4,2
John Lee Hooker,Boogie Chillun,36,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",Scratchy Back Porch Blues,0.622,0.417,4,-11.793,1,0.299,0.42,0.0121,0.0785,0.597,158.103,0AyuXBS2btC46SOUgnOZ2N,spotify:track:0AyuXBS2btC46SOUgnOZ2N,https://api.spotify.com/v1/tracks/0AyuXBS2btC46SOUgnOZ2N,https://api.spotify.com/v1/audio-analysis/0AyuXBS2btC46SOUgnOZ2N,158053,4,2
Jon Batiste,CRY,52,['new orleans jazz'],Nu-Blue,0.738,0.507,9,-6.991,0,0.0272,0.229,0.00151,0.0724,0.7,80.015,2DtkXqhFKskzSz1Y2xGepP,spotify:track:2DtkXqhFKskzSz1Y2xGepP,https://api.spotify.com/v1/tracks/2DtkXqhFKskzSz1Y2xGepP,https://api.spotify.com/v1/audio-analysis/2DtkXqhFKskzSz1Y2xGepP,237244,4,2
Eugene Bridges,Living,8,[],Soul Blues,0.749,0.785,5,-6.989,1,0.0453,0.155,8.16e-05,0.126,0.902,115.897,1ysdESkyEixB9iUlarjxtu,spotify:track:1ysdESkyEixB9iUlarjxtu,https://api.spotify.com/v1/tracks/1ysdESkyEixB9iUlarjxtu,https://api.spotify.com/v1/audio-analysis/1ysdESkyEixB9iUlarjxtu,389373,4,2
Ana Popovic,Lives That Don't Exist,36,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']",Funky Heavy Bluesy,0.715,0.92,2,-4.189,1,0.0849,0.0929,0.0,0.296,0.798,100.61,0X4vLevfEeJIgjVpKedbgK,spotify:track:0X4vLevfEeJIgjVpKedbgK,https://api.spotify.com/v1/tracks/0X4vLevfEeJIgjVpKedbgK,https://api.spotify.com/v1/audio-analysis/0X4vLevfEeJIgjVpKedbgK,235453,4,2
Josh Morningstar,Sanitarium Lovesick Blues #4702,30,['roots americana'],Nu-Blue,0.466,0.673,10,-6.373,1,0.106,0.305,3.18e-06,0.322,0.82,202.836,4LXdNt8mbZIJD6LXBxFS1W,spotify:track:4LXdNt8mbZIJD6LXBxFS1W,https://api.spotify.com/v1/tracks/4LXdNt8mbZIJD6LXBxFS1W,https://api.spotify.com/v1/audio-analysis/4LXdNt8mbZIJD6LXBxFS1W,169561,4,2
Papa Charlie Jackson,Ash Tray Blues,37,"['banjo', 'country blues', 'traditional blues']",Blues Origins,0.85,0.212,7,-16.888,1,0.0948,0.987,0.0298,0.114,0.781,121.146,2oods8nOG6bB6ZUFHEumbx,spotify:track:2oods8nOG6bB6ZUFHEumbx,https://api.spotify.com/v1/tracks/2oods8nOG6bB6ZUFHEumbx,https://api.spotify.com/v1/audio-analysis/2oods8nOG6bB6ZUFHEumbx,178730,4,2
Sista Monica,Honey It's Your Fault,8,['soul blues'],Soul Blues,0.834,0.653,0,-7.974,1,0.106,0.0943,3.37e-05,0.139,0.704,98.103,5YpqRyGuBn5etkcVncz6fv,spotify:track:5YpqRyGuBn5etkcVncz6fv,https://api.spotify.com/v1/tracks/5YpqRyGuBn5etkcVncz6fv,https://api.spotify.com/v1/audio-analysis/5YpqRyGuBn5etkcVncz6fv,332827,4,2
Johnni Bassett,Woman's Got Ways,12,[],Motor City Blues,0.68,0.393,7,-13.531,0,0.0321,0.153,0.00362,0.101,0.368,86.396,4BhUlTik3YtCTRi9c4FiOC,spotify:track:4BhUlTik3YtCTRi9c4FiOC,https://api.spotify.com/v1/tracks/4BhUlTik3YtCTRi9c4FiOC,https://api.spotify.com/v1/audio-analysis/4BhUlTik3YtCTRi9c4FiOC,304520,4,2
Harmonica Shah,All My Kids Is Ugly,13,['harmonica blues'],Motor City Blues,0.407,0.723,0,-4.074,1,0.0527,0.894,0.000604,0.0891,0.733,68.393,3gpJDvL4a0gGKSN37u33MB,spotify:track:3gpJDvL4a0gGKSN37u33MB,https://api.spotify.com/v1/tracks/3gpJDvL4a0gGKSN37u33MB,https://api.spotify.com/v1/audio-analysis/3gpJDvL4a0gGKSN37u33MB,320387,4,2
Earl Hooker,Blue Guitar,36,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'traditional blues']",Classic Blues Guitar,0.515,0.325,9,-13.498,0,0.0305,0.763,0.912,0.122,0.553,68.804,4W5I9ht9ZzD2uvCTMIuhVG,spotify:track:4W5I9ht9ZzD2uvCTMIuhVG,https://api.spotify.com/v1/tracks/4W5I9ht9ZzD2uvCTMIuhVG,https://api.spotify.com/v1/audio-analysis/4W5I9ht9ZzD2uvCTMIuhVG,161480,4,2
